PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
124,1,2,"Webber, Miss. Susan",1,0.19294711957950042,-0.47454519624983954,-0.4736736092984604,27267,-0.3866707201133388,False,True
126,1,3,"Nicola-Yarred, Master. Elias",0,-1.219256412363287,0.4327933656785018,-0.4736736092984604,2651,-0.42207354059350805,False,False
128,1,3,"Madsen, Mr. Fridtjof Arne",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,C 17369,-0.5046257580584992,False,True
130,0,3,"Ekstrom, Mr. Johan",0,1.054046834178761,-0.47454519624983954,-0.4736736092984604,347061,-0.5079822104125026,False,True
131,0,3,"Drazenoic, Mr. Jozef",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,349241,-0.4894421904510968,False,False
132,0,3,"Coelho, Mr. Domingos Fernandeo",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101307,-0.5064721088735089,False,True
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",1,1.1918227885146426,0.4327933656785018,-0.4736736092984604,A/5. 3337,-0.35646868933346404,False,True
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,228414,-0.12491978668775715,False,True
135,0,2,"Sobey, Mr. Samuel James Hayden",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,C.A. 29178,-0.3866707201133388,False,True
136,0,2,"Richard, Mr. Emile",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,SC/PARIS 2133,-0.3454791770670269,False,False
137,1,1,"Newsom, Miss. Helen Monypeny",1,-0.7370405721877009,-0.47454519624983954,2.0089333664952354,11752,-0.11921562980779811,False,True
138,0,1,"Futrelle, Mr. Jacques Heath",0,0.5029430168352342,0.4327933656785018,-0.4736736092984604,113803,0.4207302360686478,False,True
139,0,3,"Osen, Mr. Olaf Elon",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,7534,-0.4628462821463391,False,True
142,1,3,"Nysten, Miss. Anna Sofia",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,347081,-0.49237782784290063,False,True
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,-0.3926006863479967,0.4327933656785018,-0.4736736092984604,STON/O2. 3101279,-0.32928686163157667,False,True
144,0,3,"Burke, Mr. Jeremiah",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,365222,-0.5125125150294839,True,False
145,0,2,"Andrew, Mr. Edgardo Samuel",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,231945,-0.41687275089321363,False,True
146,0,2,"Nicholls, Mr. Joseph Charles",0,-0.7370405721877009,0.4327933656785018,0.7676298785983874,C.A. 33112,0.09152810056801232,False,True
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,350043,-0.49145565916975514,False,True
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",1,-1.4259203438671093,1.340131927606843,2.0089333664952354,W./C. 6608,0.04370821849987721,False,True
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",0,0.4684990282512638,-0.47454519624983954,2.0089333664952354,230080,-0.12491978668775715,False,True
150,0,2,"Byles, Rev. Thomas Roussel Davids",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,244310,-0.3866707201133388,False,True
151,0,2,"Bateman, Rev. Robert James",0,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,S.O.P. 1166,-0.39623469652696586,False,True
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",1,-0.5303766406838785,0.4327933656785018,-0.4736736092984604,113776,0.6925485130875209,False,True
153,0,3,"Meo, Mr. Alfonzo",0,1.7773705944421399,-0.47454519624983954,-0.4736736092984604,A.5. 11206,-0.4863374216869257,False,True
154,0,3,"van Billiard, Mr. Austin Blyler",0,0.7440509369230272,-0.47454519624983954,2.0089333664952354,A/5. 851,-0.35646868933346404,False,True
156,0,1,"Williams, Mr. Charles Duane",0,1.4673746971864061,-0.47454519624983954,0.7676298785983874,PC 17597,0.5874293382238074,False,False
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",1,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,35851,-0.49271407711891657,True,False
158,0,3,"Corn, Mr. Harry",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392090,-0.4863374216869257,False,True
161,0,3,"Cribb, Mr. John Hatfield",0,0.9851588570108202,-0.47454519624983954,0.7676298785983874,371362,-0.32425318983493084,False,True
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",1,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,C.A. 33595,-0.331300330350235,False,True
163,0,3,"Bengtsson, Mr. John Viktor",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,347068,-0.4918744606632361,False,True
164,0,3,"Calic, Mr. Jovo",0,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,315093,-0.47400492578514347,False,True
165,0,3,"Panula, Master. Eino Viljami",0,-1.977024161210636,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,False,True
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",0,-1.4259203438671093,-0.47454519624983954,2.0089333664952354,363291,-0.2351571990343002,False,True
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1,1.054046834178761,0.4327933656785018,4.491540342288931,347088,-0.08666388103324908,False,True
170,0,3,"Ling, Mr. Lee",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,False,True
171,0,1,"Van der hoef, Mr. Wyckoff",0,2.1562544688658143,-0.47454519624983954,-0.4736736092984604,111240,0.026090367211616904,False,True
172,0,3,"Rice, Master. Arthur",0,-1.7703602297068137,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,True,False
173,1,3,"Johnson, Miss. Eleanor Ileen",1,-1.977024161210636,0.4327933656785018,0.7676298785983874,347742,-0.4242561406845337,False,True
174,0,3,"Sivola, Mr. Antti Wilhelm",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101280,-0.4888542575852486,False,True
175,0,1,"Smith, Mr. James Clinch",0,1.8118145830261103,-0.47454519624983954,-0.4736736092984604,17764,-0.030371322596999754,False,False
176,0,3,"Klasen, Mr. Klas Albin",0,-0.8059285493556418,0.4327933656785018,0.7676298785983874,350404,-0.4902797934380587,False,True
178,0,1,"Isham, Miss. Ann Elizabeth",1,1.3984867200184652,-0.47454519624983954,-0.4736736092984604,PC 17595,-0.07030444769415023,False,False
179,0,2,"Hale, Mr. Reginald",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,250653,-0.3866707201133388,False,True
180,0,3,"Leonard, Mr. Lionel",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,False,True
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",0,-1.4259203438671093,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,False,True
184,1,2,"Becker, Master. Richard F",0,-1.977024161210636,1.340131927606843,0.7676298785983874,230136,0.13683114673782454,False,True
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",1,-1.7703602297068137,-0.47454519624983954,2.0089333664952354,315153,-0.20495516825442542,False,True
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,1.054046834178761,-0.47454519624983954,-0.4736736092984604,111428,-0.11384570873513637,False,True
189,0,3,"Bourke, Mr. John",0,0.7096069483390568,0.4327933656785018,0.7676298785983874,364849,-0.3363340021468808,True,False
190,0,3,"Turcin, Mr. Stjepan",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,349247,-0.4894421904510968,False,True
191,1,2,"Pinsky, Mrs. (Rosa)",1,0.15850313099553,-0.47454519624983954,-0.4736736092984604,234604,-0.3866707201133388,False,True
192,0,2,"Carbines, Mr. William",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,28424,-0.3866707201133388,False,True
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,-0.7370405721877009,0.4327933656785018,-0.4736736092984604,350046,-0.4902797934380587,False,True
194,1,2,"Navratil, Master. Michel M",0,-1.8392482068747544,0.4327933656785018,0.7676298785983874,230080,-0.12491978668775715,False,True
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,0.9851588570108202,-0.47454519624983954,-0.4736736092984604,PC 17610,-0.09027201697708476,False,False
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,0.8473829026749384,-0.47454519624983954,0.7676298785983874,4579,-0.47920571548543794,False,True
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,248747,-0.3866707201133388,False,True
201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,345770,-0.45714212526638004,False,True
203,0,3,"Johanson, Mr. Jakob Alfred",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,3101264,-0.5176307525123133,False,True
204,0,3,"Youseff, Mr. Gerious",0,1.0884908227627315,-0.47454519624983954,-0.4736736092984604,2628,-0.5029485386158568,False,False
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,A/5 3540,-0.4863374216869257,False,True
206,0,3,"Strom, Miss. Telma Matilda",1,-1.9081361840426954,-0.47454519624983954,0.7676298785983874,347054,-0.43776248884929375,False,True
207,0,3,"Backstrom, Mr. Karl Alfred",0,0.15850313099553,0.4327933656785018,-0.4736736092984604,3101278,-0.32928686163157667,False,True
208,1,3,"Albimona, Mr. Nassef Cassem",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,2699,-0.2701412180209885,False,False
209,1,3,"Carr, Miss. Helen ""Ellen""",1,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,367231,-0.49237782784290063,True,False
210,1,1,"Blank, Mr. Henry",0,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,112277,-0.024246350754841113,False,False
211,0,3,"Ali, Mr. Ahmed",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101311,-0.5064721088735089,False,True
212,1,2,"Cameron, Miss. Clear Annie",1,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,F.C.C. 13528,-0.22559322262067316,False,True
213,0,3,"Perkin, Mr. John Henry",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,A/5 21174,-0.5024451714361923,False,True
214,0,2,"Givard, Mr. Hans Kristensen",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,250646,-0.3866707201133388,False,True
217,1,3,"Honkanen, Miss. Eliina",1,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101283,-0.4888542575852486,False,True
218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.8473829026749384,0.4327933656785018,-0.4736736092984604,243847,-0.10478509950117394,False,True
220,0,2,"Harris, Mr. Walter",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,W/C 14208,-0.43700743807979686,False,True
221,1,3,"Sunderland, Mr. Victor Francis",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392089,-0.4863374216869257,False,True
222,0,2,"Bracken, Mr. James H",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,220367,-0.3866707201133388,False,True
223,0,3,"Green, Mr. George Henry",0,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,21440,-0.4863374216869257,False,True
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,PP 4348,-0.4601623283443675,False,True
227,1,2,"Mellors, Mr. William John",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,SW/PP 751,-0.43700743807979686,False,True
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,-0.6337086064357897,-0.47454519624983954,-0.4736736092984604,A/5 21173,-0.5024451714361923,False,True
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,236171,-0.3866707201133388,False,True
232,0,3,"Larsson, Mr. Bengt Edvin",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,347067,-0.4918744606632361,False,True
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,2.018478514529933,-0.47454519624983954,-0.4736736092984604,237442,-0.3766033765200472,False,True
234,1,3,"Asplund, Miss. Lillian Gertrud",1,-1.7014722525388728,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,False,True
235,0,2,"Leyson, Mr. Robert William Norman",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,C.A. 29566,-0.43700743807979686,False,True
237,0,2,"Hold, Mr. Stephen",0,0.9851588570108202,0.4327933656785018,-0.4736736092984604,26707,-0.12491978668775715,False,True
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,-1.4948083210350502,-0.47454519624983954,2.0089333664952354,C.A. 31921,-0.11988611489111134,False,True
239,0,2,"Pengelly, Mr. Frederick William",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,28665,-0.43700743807979686,False,True
240,0,2,"Hunt, Mr. George Henry",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,SCO/W 1585,-0.4012683683236117,False,True
243,0,2,"Coleridge, Mr. Reginald Charles",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,W./C. 14263,-0.43700743807979686,False,True
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101275,-0.5049620073345151,False,True
245,0,3,"Attalah, Mr. Sleiman",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,2694,-0.5029485386158568,False,False
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,347071,-0.4918744606632361,False,True
248,1,2,"Hamalainen, Mrs. William (Anna)",1,-0.3926006863479967,-0.47454519624983954,2.0089333664952354,250649,-0.35646868933346404,False,True
249,1,1,"Beckwith, Mr. Richard Leonard",0,0.5029430168352342,0.4327933656785018,0.7676298785983874,11751,0.40974072380221066,False,True
250,0,2,"Carter, Rev. Ernest Courtenay",0,1.6740386286902287,0.4327933656785018,-0.4736736092984604,244252,-0.12491978668775715,False,True
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,-0.04816080050829252,0.4327933656785018,0.7676298785983874,347054,-0.43776248884929375,False,True
253,0,1,"Stead, Mr. William Thomas",0,2.225142446033755,-0.47454519624983954,-0.4736736092984604,113514,-0.11384570873513637,False,True
254,0,3,"Lobb, Mr. William Arthur",0,0.020727176659648322,0.4327933656785018,-0.4736736092984604,A/5. 3336,-0.32425318983493084,False,True
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,0.7784949255069976,-0.47454519624983954,2.0089333664952354,370129,-0.2414492887801075,False,True
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,-0.04816080050829252,-0.47454519624983954,2.0089333664952354,2650,-0.3414522396297103,False,False
260,1,2,"Parrish, Mrs. (Lutie Davis)",1,1.3984867200184652,-0.47454519624983954,0.7676298785983874,230433,-0.12491978668775715,False,True
